@relation protocol_detection
@attribute protocol-name {ssh,http,mysql,unknown}
@attribute src string
@attribute sport string
@attribute dst string
@attribute dport string
@attribute proto string
@attribute flags string
@attribute average_len numeric
@attribute pkt_count numeric
@attribute flow_average_inter_arrival_time numeric
@data
ssh,188.64.44.143,41740,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|FA|A,171,23,0.005
ssh,188.64.44.150,52754,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|A|PA|FA|A,161,25,0.0054
http,91.232.96.13,36175,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A|FA|A,514,22,0.0141
http,5.135.179.227,33203,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|A|A|A|FA|A,595,23,0.0103
http,5.135.179.227,53342,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A,571,15,0.0039
http,88.78.13.127,11454,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|PA|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|PA|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|A|A|A|A|A|PA|A|A|A|A|A|A|A|A|A|A|PA|A|PA|A|PA|PA|A|FA|A|FA|A,922,180,0.058
http,91.232.96.13,55382,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,563,20,0.0332
http,91.232.96.14,32849,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|FA|A,623,17,0.0228
http,66.249.75.171,61754,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,359,16,0.0144
http,66.249.78.36,45344,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,336,16,0.0127
http,89.22.96.128,33911,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0024
http,66.249.78.36,46639,89.22.96.128,80,6,S|SA|A|PA|A|A|PA|A|A|FA|FA|A,230,12,0.0032
http,91.232.96.13,52960,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,524,18,0.0303
http,91.232.96.16,46639,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,545,17,0.0044
http,5.135.179.227,55586,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FPA|FA|A,545,19,0.0053
http,157.56.92.151,51940,89.22.96.128,80,6,SEC|SAE|A|PA|A|A|A|PA|A|FA|FA|A,392,12,0.018
http,89.22.96.128,33506,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|A|A|A|A|PA|A|FA|FA|A,528,20,0.0042
http,91.232.96.13,57611,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,538,20,0.0193
http,66.249.78.36,61103,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,355,16,0.0088
http,91.232.96.16,33122,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|FA|A|FA|A,550,21,0.0166
http,91.232.96.16,34283,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|FA|A,592,18,0.0162
http,91.232.96.16,53541,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,583,16,0.0113
http,188.64.46.222,80,188.64.46.173,48870,6,SA|A|A|PA|FA|A,566,6,0.001
http,91.232.96.13,47912,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,516,18,0.0047
ssh,188.64.44.150,52751,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,166,24,0.0053
http,91.232.96.13,34168,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,538,20,0.0336
mysql,89.22.96.128,51545,89.22.96.129,3306,6,S|SA|A|PA|A|PA|A|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|A|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A,316,154,1.4112
http,91.232.96.14,38799,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,548,19,0.1395
http,5.135.179.227,38824,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,519,17,0.0045
http,91.232.96.16,60196,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,587,16,0.0045
http,89.22.96.128,34124,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,164,12,0.0024
http,91.232.96.16,33976,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,594,21,0.0054
http,91.232.96.16,52536,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|A|FA|A,591,19,0.0352
http,188.64.46.222,80,188.64.46.173,48878,6,SA|A|A|PA|FA|A,491,6,0.0011
http,91.232.96.16,54583,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|A|FA|A,597,18,0.0098
http,188.64.46.222,80,188.64.46.173,48921,6,SA|A|A|PA|FA|A,482,6,0.001
http,91.232.96.15,52007,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|FPA|A|A|A|A|A|A|A|A|FA|A,667,23,0.0062
http,89.22.96.128,55045,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|A|FA|A,168,13,0.0025
mysql,89.22.96.128,37202,89.22.96.129,3306,6,PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|A|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|A|A|A|A|PA|PA|A|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|A|A|A|A|A|A|A|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|A|A|A|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|A|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|A|A|A|A|A|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|A|PA|PA|A|PA,439,1590,1.625
http,66.249.78.36,60439,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,347,16,0.0226
http,89.22.96.128,53978,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,151,12,0.0024
http,91.232.96.16,42767,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|A|A|FPA|A|A|FA|A,626,19,0.0167
http,66.249.78.36,52119,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|PA|A|A|A|PA|A|A|A|FA|FA|A,425,24,0.0229
http,5.135.179.227,52849,89.22.96.128,80,6,S|SA|S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A,516,17,0.0043
http,91.65.13.120,59901,89.22.96.128,80,6,S|SA|A|PA|A|FA|A|A|A|PA|FA|A|A|R,350,14,0.1143
ssh,89.22.96.128,22,92.231.92.198,62224,6,PA|A|PA|PA|PA|A|PA|A|PA|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|A|PA|PA|PA|A|A|PA|PA|A|FA|FA|FA|A|A,87,157,0.1421
http,178.154.163.30,65340,91.240.71.33,80,6,S|A|PA,118,3,0.0046
http,91.232.96.14,50304,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,537,17,0.0045
http,141.8.147.7,24896,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|A|FA|A|A|A|A|A|A|A|A|A|A|A|A|R,253,28,0.0918
http,66.249.78.36,56253,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,359,14,0.0079
http,91.232.96.13,50016,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,520,18,0.0056
http,66.249.78.36,55588,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,337,16,0.0122
http,89.245.115.7,2593,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|A|A|PA|A|A|PA|A|A|A|A|A|A|A|A|A|PA|A|A|FA|A|FA|A,703,34,0.1132
ssh,188.64.44.150,52763,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|FA|A,166,24,0.0052
http,89.22.96.128,33677,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|PA|A|FA|FA|A,177,12,0.0025
ssh,188.64.44.149,41129,188.64.44.131,22,6,S|A|A|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|PA|A|PA|PA|PA|A|PA|PA|PA|FA|A,163,25,0.0234
http,188.64.46.222,80,188.64.46.173,48940,6,SA|A|A|PA|FA|A,478,6,0.001
ssh,5.135.247.37,26770,89.22.96.128,22,6,S|SA|R,45,3,0.0005
http,66.249.78.36,60301,89.22.96.128,80,6,S|SA|A|PA|A|A|A|PA|A|A|A|FA|FA|A,367,14,0.0087
http,91.232.96.14,48617,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|FA|A,570,15,0.004
http,91.232.96.16,50749,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|PA|FPA|A|A|FA|A,623,17,0.0606
http,5.135.179.227,43593,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|A|PA|A|FPA|A|A|A|A|A|A|FPA|FA|A,606,24,0.0107
http,91.232.96.13,43621,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,508,18,0.0226
http,91.232.96.13,43548,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|FA|A,517,18,0.0146
http,66.249.78.36,65032,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,337,16,0.008
http,91.232.96.13,33054,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|A|A|FPA|FA|A|FA|A,550,22,0.0134
http,188.64.46.222,80,188.64.46.173,48829,6,SA|A|A|PA|FA|A,575,6,0.001
http,89.22.96.128,57910,204.93.223.137,80,6,S|SA|A|PA|A|PA|A|A|A|A|PA|PA|A|A|PA|A|A|A|A|PA|A|FA|FA|A,545,24,0.0099
http,65.55.55.230,17380,89.22.96.128,80,6,SEC|SAE|A|PA|A|A|A|A|A|PA|FA|FA|A,424,13,0.0073
http,66.249.78.36,44512,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|PA|A|A|A|FA|FA|A,354,16,0.0516
http,5.135.179.227,37905,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|A|FA|A,543,17,0.0086
http,91.232.96.14,48778,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|FPA|A|A|A|A|A|FA|A,564,18,0.1762
http,91.232.96.16,36584,89.22.96.128,80,6,S|SA|A|PA|A|A|A|A|A|A|A|FPA|A|A|FA|A,576,16,0.0121
